1-Oct-21-error

_,ID,	MARKETING_CLOUD_CONNECT_NEW__C	,ERROR

10-Jul-22-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v00001yLe1iAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yM7mMAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xUGW7AAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xTx7cAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yMEMpAAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yLREWAA4,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yLS1NAAW,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xUTZkAAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yMIdWAAW,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xTsBoAAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xU9zbAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yLJV6AAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xUWAJAA4,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xUMGZAA4,True,Value does not exist or does not match filter criteria.

11-Aug-22-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v00001uVllnAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020RHbTAAW,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020RHukAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020RHwHAAW,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020RHwIAAW,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020RHazAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wahPbAAI,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yMt4tAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yMt2iAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uV1Y1AAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uV9EEAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wahl3AAA,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yMyfjAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uUs00AAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uUrvPAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uUrzWAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uVPbNAAW,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uVDTmAAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uVlnAAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uVlocAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uW19LAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020QQQwAAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020QoGRAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uVqAcAAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uUshJAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020QoNvAAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020QoMoAAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020QoNWAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020QnLKAA0,True,Value does not exist or does not match filter criteria.

13-Oct-22-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v000021m2sPAAQ,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000021m4MzAAI,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000021m93LAAQ,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000021FnLCAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000021mKs9AAE,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001waoHzAAI,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000021G1XCAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000020vZOBAA2,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000021mpqoAAA,True,Value does not exist or does not match filter criteria.

14-Nov-22-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
Opportunity,0064v000020vyArAAI,True,Value does not exist or does not match filter criteria.
Opportunity,0064v000020wJC6AAM,True,Value does not exist or does not match filter criteria.
Opportunity,0064v000020wToMAAU,True,Value does not exist or does not match filter criteria.
Opportunity,0064v000021p1P1AAI,True,Value does not exist or does not match filter criteria.
Opportunity,0064v000021p7uiAAA,True,Value does not exist or does not match filter criteria.

15-Dec-22-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v000020xQxhAAE,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000022mnrcAAA,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000022mo3JAAQ,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000021paEZAAY,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000022n20hAAA,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v000022nrJvAAI,True,Value does not exist or does not match filter criteria.

16-Jan-23-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR

17-Feb-23-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR

18-Mar-23-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR

19-Apr-May23-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR

2-Nov-21-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v00001u85hYAAQ,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001u8ACaAAM,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001tJ75VAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001u8OSSAA2,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001tJEY1AAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001u8QlvAAE,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001u8ZihAAE,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001u8shtAAA,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001u8skxAAA,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uKpiNAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001u9FBvAAM,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001u9FDDAA2,True,Value does not exist or does not match filter criteria.

3-Dec-21-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v00001uLJtSAAW,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001u9qLcAAI,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001u9vFZAAY,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001u9wETAAY,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uAO2bAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uLvblAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uAYcpAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uAbYiAAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uAgcIAAS,True,Value does not exist or does not match filter criteria.

4-Jan-22-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v00001uB5H7AAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uMRJ7AAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uB7zXAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uMhl3AAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uBZdUAAW,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uMtxPAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vLZHxAAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vLddmAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vLtQtAAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vLtVtAAK,True,Value does not exist or does not match filter criteria.

5-Feb-22-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v00001vM2eHAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001uNkaoAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vML5qAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vMc2AAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vMuBVAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vcBJ8AAM,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vcDClAAM,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vcatWAAQ,True,Value does not exist or does not match filter criteria.

6-Mar-22-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v00001vdRikAAE,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vP9k3AAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wMJWwAAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vPQVPAA4,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vNhxRAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vciU4AAI,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001ve0PJAAY,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vPKsmAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vNxf0AAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vdlWtAAI,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vdzpQAAQ,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vdlhSAAQ,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vdvsaAAA,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wMDieAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vdMn6AAE,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vP2COAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vOax0AAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vcxD3AAI,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vP8O1AAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vNmZLAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wMOzoAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vOqxMAAS,True,Value does not exist or does not match filter criteria.

7-Apr-22-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v00001wNiyZAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wN3vXAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001veLMiAAM,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wO1CYAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wO0CwAAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vf0cEAAQ,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001veaubAAA,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wN8duAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vesVUAAY,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vfSGcAAM,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vfRsaAAE,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vfUr6AAE,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vf08dAAA,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wNzCtAAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wNzDXAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wNzFTAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wNzFUAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wNzDYAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wNV8dAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wNhGaAAK,True,Value does not exist or does not match filter criteria.

8-May-22-error

