1-Oct-21-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v00001wOBdOAAW,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wPlh2AAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wOzQqAAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wOsfeAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wPlnVAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vgCBaAAM,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xRlBCAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xRcVSAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wOiXKAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wOiWHAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vg0puAAA,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wOQVvAAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wOPlxAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001vfm6zAAA,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xRY1vAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wOIpdAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wOGHpAAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wPpAJAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wOxlDAAS,True,Value does not exist or does not match filter criteria.

9-Jun-22-error

_,ID,MARKETING_CLOUD_CONNECT_NEW__C,ERROR
[Opportunity],0064v00001yKTSgAAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xSCE5AAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xTchtAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xSqAcAAK,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wQ5mGAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xTNsmAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xTcjbAAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wQHsYAAW,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xScHUAA0,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yKs80AAC,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xTMyjAAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xSxsRAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wQ5iJAAS,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yKTMiAAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001wQHo7AAG,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yKBQyAAO,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001xSIVCAA4,True,Value does not exist or does not match filter criteria.
[Opportunity],0064v00001yL5IRAA0,True,Value does not exist or does not match filter criteria.

